time,hip.x,hip.y,hip.z,abdomen.x,abdomen.y,abdomen.z,chest.x,chest.y,chest.z,neck.x,neck.y,neck.z,head.x,head.y,head.z,leftEye.x,leftEye.y,leftEye.z,leftEye_End.x,leftEye_End.y,leftEye_End.z,rightEye.x,rightEye.y,rightEye.z,rightEye_End.x,rightEye_End.y,rightEye_End.z,rCollar.x,rCollar.y,rCollar.z,rShldr.x,rShldr.y,rShldr.z,rForeArm.x,rForeArm.y,rForeArm.z,rHand.x,rHand.y,rHand.z,rThumb1.x,rThumb1.y,rThumb1.z,rThumb2.x,rThumb2.y,rThumb2.z,rThumb2_End.x,rThumb2_End.y,rThumb2_End.z,rIndex1.x,rIndex1.y,rIndex1.z,rIndex2.x,rIndex2.y,rIndex2.z,rIndex2_End.x,rIndex2_End.y,rIndex2_End.z,rMid1.x,rMid1.y,rMid1.z,rMid2.x,rMid2.y,rMid2.z,rMid2_End.x,rMid2_End.y,rMid2_End.z,rRing1.x,rRing1.y,rRing1.z,rRing2.x,rRing2.y,rRing2.z,rRing2_End.x,rRing2_End.y,rRing2_End.z,rPinky1.x,rPinky1.y,rPinky1.z,rPinky2.x,rPinky2.y,rPinky2.z,rPinky2_End.x,rPinky2_End.y,rPinky2_End.z,lCollar.x,lCollar.y,lCollar.z,lShldr.x,lShldr.y,lShldr.z,lForeArm.x,lForeArm.y,lForeArm.z,lHand.x,lHand.y,lHand.z,lThumb1.x,lThumb1.y,lThumb1.z,lThumb2.x,lThumb2.y,lThumb2.z,lThumb2_End.x,lThumb2_End.y,lThumb2_End.z,lIndex1.x,lIndex1.y,lIndex1.z,lIndex2.x,lIndex2.y,lIndex2.z,lIndex2_End.x,lIndex2_End.y,lIndex2_End.z,lMid1.x,lMid1.y,lMid1.z,lMid2.x,lMid2.y,lMid2.z,lMid2_End.x,lMid2_End.y,lMid2_End.z,lRing1.x,lRing1.y,lRing1.z,lRing2.x,lRing2.y,lRing2.z,lRing2_End.x,lRing2_End.y,lRing2_End.z,lPinky1.x,lPinky1.y,lPinky1.z,lPinky2.x,lPinky2.y,lPinky2.z,lPinky2_End.x,lPinky2_End.y,lPinky2_End.z,rButtock.x,rButtock.y,rButtock.z,rThigh.x,rThigh.y,rThigh.z,rShin.x,rShin.y,rShin.z,rFoot.x,rFoot.y,rFoot.z,rFoot_End.x,rFoot_End.y,rFoot_End.z,lButtock.x,lButtock.y,lButtock.z,lThigh.x,lThigh.y,lThigh.z,lShin.x,lShin.y,lShin.z,lFoot.x,lFoot.y,lFoot.z,lFoot_End.x,lFoot_End.y,lFoot_End.z
   0.00000, 280.06400,  56.17830,  94.90020, 280.06400,  76.86640,  94.16868, 280.28736,  88.56853,  93.68016, 280.83009, 110.75101,  91.48273, 280.75653, 117.82638,  92.70066, 285.08473, 125.77126, 100.75228, 286.08443, 125.74694, 100.75372, 277.28417, 125.96100, 100.74108, 278.28387, 125.93669, 100.74252, 278.08133, 107.89066,  88.79702, 269.25617, 106.15421,  90.24771, 241.04801, 105.12841,  90.69516, 218.47549, 106.45182,  97.73398, 217.23990, 105.99426, 101.14604, 213.85290, 105.55244, 104.55503, 212.03993, 104.41424, 105.98311, 210.73310, 107.57945, 103.33103, 208.16955, 106.75757, 104.89287, 206.59931, 106.23541, 106.03977, 210.25465, 107.83471, 101.13574, 207.13805, 107.32038, 102.19606, 204.66281, 106.91205, 103.02880, 209.66101, 107.21326,  99.23801, 207.03254, 106.45717,  99.21452, 204.76777, 105.80340,  99.37680, 210.20542, 106.60512,  97.26370, 208.36388, 106.00225,  96.56018, 206.68250, 105.45229,  95.95120, 283.44422, 107.76021,  88.80472, 292.17033, 105.59684,  90.28062, 320.29385, 103.20081,  90.80897, 342.88372, 103.42568,  97.91266, 344.08580, 102.90882, 101.32823, 347.43751, 102.30309, 104.74689, 349.18890, 101.07819, 106.18009, 350.65567, 104.17593, 103.53199, 353.17175, 103.23050, 105.10113, 354.71143, 102.63269, 106.25249, 351.15227, 104.40748, 101.33810, 354.23712, 103.74230, 102.40733, 356.68718, 103.21417, 103.24715, 351.72044, 103.75777,  99.44204, 354.30910, 102.87478,  99.42604, 356.53893, 102.11168,  99.59478, 351.15278, 103.17668,  97.46614, 352.96484, 102.48493,  96.76787, 354.61924, 101.85384,  96.16368, 271.28576,  60.52914,  96.11940, 271.28576,  58.82227,  93.92484, 271.07847,  22.04814,  95.88961, 271.55473, -23.31297,  93.92823, 270.38236, -26.99580, 106.03160, 288.84224,  60.52914,  96.11940, 288.84224,  58.82227,  93.92484, 287.98843,  22.26474,  98.29042, 286.18443, -22.89483,  93.92433, 287.25603, -26.61018, 106.02710
   0.00833, 277.01200,  53.30870,  91.42220, 277.73864,  73.96992,  92.47988, 278.35589,  85.65283,  93.07741, 280.71064, 107.81405,  92.35549, 280.37473, 114.80841,  93.94157, 278.39264, 122.75344, 102.86518, 279.14697, 122.72665, 103.52112, 272.50663, 122.96254,  97.74696, 273.26097, 122.93574,  98.40290, 279.53257, 105.15119,  88.55133, 271.07541, 103.84982,  85.42306, 245.18005, 102.40403,  74.27439, 225.33098, 112.76739,  81.98351, 224.08094, 112.82507,  85.42041, 220.88810, 113.80588,  88.90350, 218.79063, 113.51945,  90.36650, 218.89537, 116.97860,  87.76205, 216.25395, 117.29398,  89.37764, 214.63161, 117.46740,  90.55730, 218.52924, 117.44396,  85.57968, 215.50744, 118.27898,  86.70818, 213.10738, 118.94243,  87.59507, 217.69368, 117.15912,  83.69269, 214.99201, 117.58458,  83.72522, 212.66657, 117.94643,  83.93571, 217.89353, 116.40669,  81.70322, 215.95713, 116.64847,  81.03874, 214.18995, 116.86918,  80.46540, 284.19238, 104.74161,  91.17738, 290.98547, 102.09977,  96.64344, 313.98763,  98.25075, 112.55063, 318.54854, 108.18791, 133.55696, 316.26748, 108.49723, 136.39938, 315.03596, 109.64644, 140.92164, 314.83887, 109.40188, 143.47569, 317.34395, 112.61736, 142.01107, 317.35536, 112.96203, 145.10425, 317.20069, 113.17018, 147.10085, 319.43765, 112.87102, 141.19532, 320.11062, 113.67332, 144.35846, 320.65316, 114.30995, 146.86593, 321.44724, 112.38434, 140.94103, 322.84956, 112.69540, 143.26866, 323.90065, 112.97500, 145.36627, 322.96626, 111.46741, 139.75111, 324.55133, 111.56641, 141.06541, 325.96971, 111.65976, 142.28190, 268.80840,  58.05235,  88.65226, 269.83204,  56.49039,  86.59266, 262.69557,  20.50694,  89.83345, 269.40177, -22.77313,  77.85153, 259.90304, -27.52138,  84.82701, 284.20161,  57.08165,  97.03897, 285.22525,  55.51969,  94.97937, 280.74840,  19.69981, 102.26869, 282.82991, -22.68235,  86.10937, 280.13812, -27.65660,  97.48655
   0.01667, 277.00900,  53.30500,  91.42800, 277.74578,  73.96671,  92.46897, 278.34151,  85.65336,  93.01275, 281.17366, 107.70863,  91.36056, 281.01225, 114.72083,  92.89438, 277.09264, 123.39083, 100.38776, 277.67824, 123.43410, 101.19721, 272.52330, 123.05325,  94.07175, 273.10889, 123.09651,  94.88119, 279.98279, 104.90751,  87.66112, 271.53611, 103.64632,  84.48838, 244.85604, 100.62506,  75.77067, 236.76090, 109.43473,  96.20773, 238.21689, 109.01113,  99.53623, 238.38652, 109.48825, 104.33537, 237.84612, 108.99423, 106.80229, 236.46020, 112.78121, 105.22181, 235.68728, 112.86006, 108.23562, 235.33900, 112.86244, 110.21864, 234.74424, 113.54309, 103.96150, 233.41122, 114.20265, 106.94312, 232.34605, 114.72806, 109.30456, 232.82149, 113.51936, 103.15998, 230.93103, 113.92633, 105.09430, 229.42840, 114.24702, 106.88936, 231.53322, 113.05055, 101.52148, 229.70129, 113.37497, 102.40941, 228.05210, 113.66652, 103.24340, 284.60266, 104.51641,  90.35955, 291.27553, 101.97526,  96.01805, 312.66675,  98.67318, 114.14164, 298.90261, 108.46319, 130.74041, 295.25499, 108.36275, 130.99147, 290.98067, 109.24811, 133.04925, 289.00799, 108.94949, 134.67441, 291.37467, 112.54960, 135.11927, 289.07648, 112.86135, 137.19479, 287.48610, 113.02161, 138.41898, 293.34544, 113.15451, 136.04852, 291.38480, 114.02645, 138.59756, 289.83658, 114.71979, 140.62470, 294.93750, 113.00995, 137.38435, 294.13650, 113.52640, 139.94808, 293.27214, 113.95588, 142.10479, 296.93715, 112.36892, 137.77752, 297.02597, 112.71637, 139.80756, 297.07529, 113.03158, 141.65108, 268.80800,  58.05046,  88.65348, 269.83104,  56.48632,  86.59524, 255.27251,  23.12073,  92.16538, 270.89456, -16.69890,  76.93211, 259.67207, -21.59348,  80.32737, 284.19998,  57.07895,  97.04234, 285.22303,  55.51481,  94.98410, 282.28491,  21.88151, 109.69493, 283.80433, -16.45973,  85.41850, 283.56055, -21.78649,  96.95086
   0.02500, 276.98700,  53.30100,  91.43340, 277.72531,  73.96336,  92.46020, 278.29943,  85.65319,  92.95703, 281.56630, 107.57220,  90.49329, 281.53974, 114.60051,  91.96017, 276.17733, 123.77186,  97.77516, 276.58513, 123.88806,  98.68081, 272.99536, 122.86518,  90.70848, 273.40316, 122.98138,  91.61413, 280.36011, 104.65352,  86.89097, 271.92365, 103.42840,  83.67715, 244.69511,  99.46446,  77.36477, 250.10493, 100.59642, 100.39232, 253.29080,  99.76753, 101.98651, 256.28387,  99.11865, 105.71593, 257.36460,  97.93569, 107.72949, 255.09257, 101.52721, 108.56544, 256.28390, 100.69538, 111.31780, 257.19836, 100.14107, 113.02372, 252.92349, 102.11897, 108.80683, 253.61574, 101.70226, 112.03935, 254.15632, 101.37277, 114.60571, 250.91047, 101.81268, 109.24719, 250.54328, 101.26972, 111.90264, 250.40642, 100.77441, 114.20891, 248.92550, 101.44333, 108.54893, 247.98059, 101.08559, 110.34583, 247.15081, 100.75484, 111.98973, 284.94408, 104.28071,  89.65246, 291.50972, 101.83548,  95.47625, 311.30613,  99.37278, 115.45098, 288.30403, 100.37036, 120.99385, 285.40527,  99.77466, 118.84430, 280.70059,  99.37304, 117.84791, 278.36874,  98.29002, 117.74139, 278.80419, 101.73356, 120.33220, 275.77905, 101.01762, 120.48245, 273.82258, 100.54689, 120.41704, 279.59780, 102.18341, 122.40130, 276.38881, 101.85472, 123.23581, 273.84528, 101.59450, 123.90642, 280.10623, 101.75012, 124.37456, 277.88631, 101.21795, 125.88116, 275.87473, 100.74411, 127.02658, 281.61294, 101.24126, 125.80109, 280.42708, 100.84468, 127.44003, 279.32632, 100.48069, 128.90843, 268.78625,  58.04515,  88.65590, 269.80912,  56.47953,  86.59870, 248.28164,  27.01312,  91.55229, 272.52011,  -8.63193,  77.28234, 260.77173, -13.46974,  77.26922, 284.17844,  57.07827,  97.04492, 285.20131,  55.51265,  94.98772, 285.72771,  24.99578, 115.59558, 284.19491,  -8.53758,  85.01997, 286.12671, -14.08877,  96.28413
   0.03333, 276.95400,  53.29870,  91.44060, 277.69880,  73.96166,  92.45058, 278.26519,  85.65332,  92.91182, 281.85031, 107.45208,  89.88751, 281.91125, 114.49284,  91.29238, 275.73745, 123.90887,  95.75395, 276.01093, 124.07992,  96.70049, 273.60352, 122.57419,  88.36816, 273.87700, 122.74524,  89.31470, 280.63076, 104.45421,  86.35540, 272.20219, 103.25723,  83.11044, 244.67816,  98.92079,  78.57440, 257.78685,  93.79666,  97.61963, 261.36494,  93.05049,  97.75641, 265.50006,  91.80644,  99.91077, 267.27193,  90.26567, 100.96353, 265.26493,  93.03331, 103.62285, 267.38152,  91.62043, 105.41463, 268.86001,  90.73641, 106.45685, 263.29108,  93.17165, 104.71747, 265.08845,  91.92656, 107.23168, 266.50691,  90.93787, 109.23105, 261.57608,  92.43048, 105.63912, 262.18654,  91.06930, 107.93163, 262.88822,  89.89385, 109.85748, 259.49252,  91.97386, 105.51943, 259.25347,  90.95059, 107.29297, 259.06738,  90.01672, 108.90344, 285.18874, 104.09386,  89.16122, 291.67720, 101.71755,  95.09893, 310.26057, 100.01918, 116.28210, 287.69024,  93.58474, 113.12085, 285.84729,  93.09137, 110.00021, 281.98779,  91.99129, 107.32025, 280.25167,  90.50797, 106.13388, 278.82722,  92.91500, 109.44100, 276.27433,  91.52819, 108.32467, 274.67057,  90.67758, 107.45400, 278.83159,  92.82730, 111.70057, 275.79924,  91.52987, 111.22774, 273.39309,  90.49876, 110.86132, 278.88732,  91.89666, 113.56357, 276.63120,  90.41455, 114.00439, 274.64471,  89.15134, 114.20724, 280.02259,  91.30072, 115.27240, 278.62347,  90.13224, 116.23510, 277.33802,  89.06877, 117.08186, 268.75578,  58.04327,  88.65637, 269.77883,  56.47561,  86.60081, 243.79801,  30.54990,  89.61659, 273.65117,  -1.69323,  78.17657, 262.07899,  -6.40136,  75.86421, 284.14476,  57.07823,  97.05147, 285.16782,  55.51057,  94.99591, 289.05101,  27.80711, 118.94751, 284.14054,  -1.84746,  84.91520, 287.55719,  -7.50416,  95.76681
   0.04167, 276.92500,  53.29880,  91.45130, 277.66916,  73.96256,  92.44520, 278.23892,  85.65473,  92.88914, 281.94626, 107.40071,  89.64055, 282.03973, 114.44716,  91.01477, 275.59031, 123.92567,  94.91936, 275.81034, 124.11883,  95.87554, 273.87345, 122.41848,  87.45841, 274.09348, 122.61164,  88.41459, 280.72117, 104.37127,  86.13742, 272.29576, 103.18305,  82.88106, 244.68166,  98.75429,  79.03397, 259.95908,  91.34398,  95.54163, 263.53976,  90.69448,  95.17406, 267.91035,  89.28625,  96.65829, 269.81220,  87.66738,  97.27799, 268.08153,  89.97298, 100.51046, 270.40806,  88.38750, 101.83717, 272.00792,  87.41119, 102.57264, 266.24322,  89.89679, 101.82507, 268.33241,  88.36645, 103.92159, 269.98300,  87.15057, 105.59019, 264.65490,  88.98227, 102.81545, 265.54145,  87.33224, 104.80857, 266.47426,  85.92018, 106.45747, 262.57795,  88.48418, 102.86295, 262.55675,  87.21565, 104.48777, 262.56834,  86.06005, 105.95910, 285.26919, 104.01759,  88.96019, 291.72822, 101.67189,  94.94200, 309.82557, 100.31549, 116.56603, 288.86356,  91.21878, 110.34837, 287.40253,  90.83840, 107.01686, 284.00051,  89.54434, 103.84830, 282.60956,  87.98657, 102.34482, 280.56020,  89.79844, 105.70297, 278.34412,  88.21981, 104.19180, 276.96448,  87.26735, 103.07688, 280.37081,  89.45967, 107.93069, 277.61072,  87.83358, 107.01430, 275.42003,  86.54074, 106.29565, 280.38858,  88.34192, 109.68861, 278.33647,  86.53436, 109.74031, 276.54057,  85.00472, 109.60660, 281.43656,  87.71389, 111.44115, 280.13666,  86.27019, 112.13081, 278.94436,  84.95793, 112.72810, 268.72832,  58.04111,  88.65869, 269.75253,  56.47182,  86.60495, 242.20956,  32.10196,  88.53760, 274.06218,   1.28259,  78.67447, 262.65275,  -3.34631,  75.53962, 284.11260,  57.08284,  97.06318, 285.13681,  55.51354,  95.00945, 290.51313,  29.03599, 120.03493, 284.06088,   0.98595,  84.91702, 288.10200,  -4.69525,  95.53880
   0.05000, 276.89700,  53.29970,  91.45900, 277.64414,  73.96403,  92.43862, 278.22998,  85.65554,  92.87891, 281.92369, 107.40560,  89.64209, 282.01656, 114.45248,  91.01414, 275.59188, 123.91592,  94.99532, 275.81938, 124.10668,  95.95023, 273.81672, 122.42745,  87.54427, 274.04422, 122.61821,  88.49918, 280.69737, 104.37790,  86.13788, 272.26999, 103.18760,  82.88739, 244.67340,  98.75878,  78.91670, 259.72833,  91.63928,  95.75348, 263.31198,  90.97689,  95.44207, 267.66118,  89.58844,  97.00564, 269.55206,  87.97786,  97.67827, 267.78629,  90.34529, 100.84642, 270.09318,  88.78030, 102.23052, 271.68193,  87.81483, 103.00342, 265.93180,  90.29641, 102.13942, 267.99200,  88.80106, 104.28920, 269.61951,  87.61306, 106.00000, 264.32960,  89.40295, 103.12668, 265.18829,  87.78815, 105.16044, 266.09795,  86.40489, 106.84627, 262.25124,  88.90945, 103.15764, 262.20754,  87.67092, 104.80501, 262.19874,  86.54245, 106.29726, 285.24781, 104.02463,  88.95682, 291.71276, 101.67818,  94.93192, 309.89639, 100.28267, 116.48096, 288.70201,  91.49079, 110.62292, 287.19575,  91.09600, 107.31330, 283.73515,  89.82327, 104.20002, 282.30016,  88.27197, 102.73167, 280.32166,  90.15901, 106.09091, 278.06127,  88.60104, 104.62461, 276.65252,  87.65935, 103.53728, 280.15259,  89.85019, 108.32461, 277.35444,  88.26129, 107.45984, 275.13362,  86.99806, 106.78219, 280.17175,  88.75337, 110.09566, 278.08966,  86.98234, 110.19289, 276.26631,  85.48253, 110.09843, 281.22924,  88.12827, 111.84352, 279.91291,  86.71562, 112.56556, 278.70533,  85.43142, 113.19242, 268.70226,  58.04138,  88.65964, 269.72706,  56.47047,  86.60745, 242.32942,  31.94606,  88.64769, 273.94985,   0.93687,  78.63351, 262.48504,  -3.66278,  75.66192, 284.08290,  57.08652,  97.07118, 285.10770,  55.51560,  95.01899, 290.33824,  28.86949, 119.89601, 284.07220,   0.62232,  84.90261, 288.16243,  -5.04633,  95.51230
   0.05833, 276.86900,  53.30190,  91.46640, 277.61816,  73.96678,  92.43292, 278.22373,  85.65721,  92.87503, 281.84813, 107.43465,  89.74572, 281.92579, 114.47993,  91.12686, 275.64543, 123.89683,  95.43525, 275.90446, 124.07551,  96.38445, 273.62428, 122.50268,  88.02875, 273.88331, 122.68135,  88.97795, 280.62331, 104.42197,  86.22807, 272.19271, 103.22450,  82.98857, 244.65923,  98.83309,  78.56417, 258.52159,  93.04069,  96.86986, 262.10784,  92.32219,  96.84084, 266.33104,  91.02819,  98.78460, 268.15320,  89.46158,  99.70508, 266.22772,  92.09883, 102.55065, 268.42142,  90.63267, 104.20133, 269.94505,  89.71997, 105.14958, 264.29586,  92.17392, 103.72354, 266.19673,  90.84271, 106.11449, 267.69750,  89.78544, 108.01629, 262.62274,  91.37978, 104.67747, 263.33006,  89.93090, 106.88689, 264.11320,  88.68351, 108.73450, 260.53964,  90.90948, 104.61738, 260.37583,  89.81185, 106.35463, 260.25807,  88.81074, 107.93078, 285.18055, 104.06697,  89.03578, 291.66452, 101.70767,  94.98516, 310.16122, 100.12426, 116.25292, 288.01274,  92.82958, 112.12403, 286.29047,  92.36910, 108.93028, 282.56648,  91.20405, 106.09080, 280.93269,  89.69228, 104.79963, 279.30503,  91.92195, 108.13717, 276.84933,  90.47032, 106.89259, 275.31103,  89.58485, 105.94222, 279.24277,  91.75605, 110.39149, 276.28444,  90.35147, 109.77709, 273.93682,  89.23505, 109.29825, 279.27993,  90.76435, 112.22319, 277.07615,  89.17573, 112.54054, 275.13974,  87.82513, 112.63627, 280.38573,  90.15687, 113.94722, 279.00819,  88.89876, 114.82427, 277.74331,  87.75424, 115.59272, 268.67619,  58.04274,  88.65997, 269.70180,  56.47037,  86.60930, 243.13727,  31.09940,  89.23214, 273.63703,  -0.73829,  78.37719, 262.03982,  -5.32963,  75.95781, 284.05263,  57.09151,  97.07961, 285.07824,  55.51913,  95.02893, 289.51027,  28.15003, 119.26793, 284.13039,  -1.01493,  84.88528, 288.03207,  -6.65690,  95.57987
   0.06667, 276.84200,  53.30440,  91.47240, 277.59295,  73.96974,  92.42770, 278.21585,  85.65927,  92.86964, 281.79998, 107.45240,  89.80388, 281.86841, 114.49711,  91.18843, 275.67601, 123.88140,  95.69091, 275.95398, 124.05309,  96.63604, 273.50706, 122.54174,  88.31623, 273.78503, 122.71343,  89.26136, 280.57619, 104.44860,  86.27828, 272.14390, 103.24697,  83.04473, 244.65431,  98.88598,  78.32701, 257.70837,  93.91875,  97.45116, 261.28545,  93.17040,  97.60190, 265.41447,  91.93923,  99.77527, 267.18250,  90.40501, 100.84393, 265.17197,  93.19487, 103.47724, 267.28315,  91.79392, 105.28471, 268.75843,  90.91661, 106.33710, 263.19576,  93.34343, 104.56622, 264.98621,  92.11611, 107.09407, 266.39917,  91.14157, 109.10425, 261.47797,  92.61095, 105.48961, 262.08192,  91.26691, 107.79394, 262.77810,  90.10569, 109.73039, 259.39426,  92.15531, 105.36866, 259.15020,  91.14595, 107.14947, 258.95956,  90.22468, 108.76665, 285.13724, 104.09257,  89.07966, 291.63202, 101.72576,  95.01425, 310.32757, 100.03508, 116.09909, 287.71731,  93.68054, 113.06410, 285.85825,  93.18354, 109.95361, 281.98230,  92.08926, 107.29509, 280.23502,  90.60863, 106.12183, 278.83506,  93.03273, 109.42694, 276.27171,  91.65205, 108.32710, 274.66070,  90.80470, 107.46670, 278.84940,  92.95287, 111.68676, 275.80988,  91.66569, 111.23228, 273.39808,  90.64275, 110.88040, 278.90999,  92.02851, 113.55274, 276.65013,  90.55679, 114.00899, 274.65968,  89.30209, 114.22529, 280.05071,  91.43408, 115.25847, 278.65145,  90.27444, 116.23159, 277.36573,  89.21898, 117.08791, 268.65121,  58.04457,  88.65896, 269.67773,  56.47094,  86.60972, 243.63228,  30.60162,  89.55129, 273.43731,  -1.73005,  78.23638, 261.76796,  -6.30783,  76.16292, 284.02307,  57.09636,  97.08728, 285.04960,  55.52273,  95.03804, 289.02154,  27.72357, 118.86387, 284.16329,  -1.99125,  84.87665, 287.96680,  -7.61216,  95.61758
   0.07500, 276.81800,  53.32070,  91.47720, 277.56978,  73.98644,  92.42312, 278.20608,  85.67538,  92.86145, 281.79198, 107.46768,  89.79179, 281.86094, 114.51325,  91.17189, 275.66014, 123.89135,  95.67572, 275.93860, 124.06372,  96.62058, 273.48737, 122.54639,  88.30313, 273.76583, 122.71876,  89.24799, 280.56835, 104.46326,  86.26666, 272.13631, 103.26157,  83.03248, 244.65610,  98.90213,  78.25901, 257.68613,  93.95813,  97.40556, 261.26302,  93.20993,  97.56155, 265.38935,  91.98121,  99.74139, 267.15606,  90.44820, 100.81398, 265.14231,  93.24107, 103.44164, 267.25125,  91.84215, 105.25329, 268.72523,  90.96603, 106.30849, 263.16476,  93.39087, 104.52802, 264.95209,  92.16642, 107.05946, 266.36257,  91.19415, 109.07248, 261.44583,  92.65945, 105.45013, 262.04693,  91.31804, 107.75672, 262.74072,  90.15901, 109.69534, 259.36227,  92.20369, 105.32713, 259.11601,  91.19636, 107.10878, 258.92337,  90.27693, 108.72677, 285.12909, 104.10748,  89.06857, 291.62310, 101.74139,  95.00429, 310.35472, 100.05765, 116.05766, 287.73537,  93.71866, 113.05806, 285.87251,  93.21887, 109.95029, 281.99288,  92.12374, 107.29751, 280.24330,  90.64276, 106.12811, 278.84864,  93.07204, 109.43165, 276.28316,  91.69165, 108.33644, 274.67062,  90.84426, 107.47894, 278.86545,  92.99509, 111.69155, 275.82457,  91.70935, 111.24211, 273.41170,  90.68756, 110.89425, 278.92751,  92.07311, 113.55865, 276.66719,  90.60348, 114.01932, 274.67615,  89.35038, 114.23946, 280.06973,  91.48011, 115.26387, 278.67079,  90.32267, 116.24005, 277.38533,  89.26916, 117.09916, 268.62908,  58.06008,  88.65697, 269.65664,  56.48540,  86.60904, 243.61638,  30.60902,  89.53447, 273.41607,  -1.73673,  78.24575, 261.73568,  -6.29787,  76.19798, 283.99621,  57.11485,  97.09427, 285.02377,  55.54018,  95.04634, 289.01213,  27.72056, 118.84554, 284.17151,  -2.01383,  84.87292, 288.01783,  -7.62143,  95.60556
