time,hip.x,hip.y,hip.z,abdomen.x,abdomen.y,abdomen.z,chest.x,chest.y,chest.z,neck.x,neck.y,neck.z,head.x,head.y,head.z,leftEye.x,leftEye.y,leftEye.z,leftEye_End.x,leftEye_End.y,leftEye_End.z,rightEye.x,rightEye.y,rightEye.z,rightEye_End.x,rightEye_End.y,rightEye_End.z,rCollar.x,rCollar.y,rCollar.z,rShldr.x,rShldr.y,rShldr.z,rForeArm.x,rForeArm.y,rForeArm.z,rHand.x,rHand.y,rHand.z,rThumb1.x,rThumb1.y,rThumb1.z,rThumb2.x,rThumb2.y,rThumb2.z,rThumb2_End.x,rThumb2_End.y,rThumb2_End.z,rIndex1.x,rIndex1.y,rIndex1.z,rIndex2.x,rIndex2.y,rIndex2.z,rIndex2_End.x,rIndex2_End.y,rIndex2_End.z,rMid1.x,rMid1.y,rMid1.z,rMid2.x,rMid2.y,rMid2.z,rMid2_End.x,rMid2_End.y,rMid2_End.z,rRing1.x,rRing1.y,rRing1.z,rRing2.x,rRing2.y,rRing2.z,rRing2_End.x,rRing2_End.y,rRing2_End.z,rPinky1.x,rPinky1.y,rPinky1.z,rPinky2.x,rPinky2.y,rPinky2.z,rPinky2_End.x,rPinky2_End.y,rPinky2_End.z,lCollar.x,lCollar.y,lCollar.z,lShldr.x,lShldr.y,lShldr.z,lForeArm.x,lForeArm.y,lForeArm.z,lHand.x,lHand.y,lHand.z,lThumb1.x,lThumb1.y,lThumb1.z,lThumb2.x,lThumb2.y,lThumb2.z,lThumb2_End.x,lThumb2_End.y,lThumb2_End.z,lIndex1.x,lIndex1.y,lIndex1.z,lIndex2.x,lIndex2.y,lIndex2.z,lIndex2_End.x,lIndex2_End.y,lIndex2_End.z,lMid1.x,lMid1.y,lMid1.z,lMid2.x,lMid2.y,lMid2.z,lMid2_End.x,lMid2_End.y,lMid2_End.z,lRing1.x,lRing1.y,lRing1.z,lRing2.x,lRing2.y,lRing2.z,lRing2_End.x,lRing2_End.y,lRing2_End.z,lPinky1.x,lPinky1.y,lPinky1.z,lPinky2.x,lPinky2.y,lPinky2.z,lPinky2_End.x,lPinky2_End.y,lPinky2_End.z,rButtock.x,rButtock.y,rButtock.z,rThigh.x,rThigh.y,rThigh.z,rShin.x,rShin.y,rShin.z,rFoot.x,rFoot.y,rFoot.z,rFoot_End.x,rFoot_End.y,rFoot_End.z,lButtock.x,lButtock.y,lButtock.z,lThigh.x,lThigh.y,lThigh.z,lShin.x,lShin.y,lShin.z,lFoot.x,lFoot.y,lFoot.z,lFoot_End.x,lFoot_End.y,lFoot_End.z
   0.00000,  -4.19286,  33.27070,  66.94030,  -4.19286,  53.95880,  66.20878,  -3.83621,  65.65764,  65.72044,  -2.96945,  87.83004,  63.52525,  -2.94126,  94.90565,  64.74369,   1.49500, 102.78628,  72.79964,   2.49425, 102.74744,  72.80192,  -6.30197, 103.08931,  72.78179,  -5.30273, 103.05047,  72.78408,  -5.75716,  85.01010,  60.83697, -14.60786,  83.40192,  62.27998, -42.82831,  82.78595,  62.70327, -65.38524,  84.43662,  69.72293, -66.63026,  83.99683,  73.13391, -70.02623,  83.60402,  76.53997, -71.85676,  82.49218,  77.96641, -73.11520,  85.67621,  75.31347, -75.69176,  84.89156,  76.87306, -77.27039,  84.39218,  78.01857, -73.58802,  85.93855,  73.11779, -76.71267,  85.46947,  74.17541, -79.19429,  85.09708,  75.00601, -74.18901,  85.32592,  71.21950, -76.82816,  84.60809,  71.19371, -79.10233,  83.98727,  71.35401, -73.65180,  84.71007,  69.24562, -75.50130,  84.13406,  68.54048, -77.18997,  83.60862,  67.93002,  -0.39674,  84.80177,  60.84924,   8.29575,  82.51177,  62.33240,  36.38104,  79.70744,  62.88457,  58.96572,  79.60367,  70.00754,  60.15725,  79.06918,  73.42410,  63.49688,  78.41460,  76.84557,  65.22906,  77.16428,  78.28017,  66.74294,  80.24057,  75.63357,  69.24367,  79.25859,  77.20478,  70.77353,  78.63840,  78.35741,  67.24472,  80.46503,  73.44012,  70.31868,  79.75504,  74.51193,  72.76009,  79.19132,  75.35380,  67.80502,  79.80726,  71.54450,  70.38059,  78.88677,  71.53064,  72.59896,  78.09134,  71.70121,  67.23066,  79.23461,  69.56807,  69.03308,  78.51667,  68.87128,  70.67865,  77.86165,  68.26845, -12.97110,  37.62154,  68.15950, -12.97110,  35.91467,  65.96494, -13.53111,  -0.85565,  67.93229, -13.49067, -46.21937,  65.97397, -14.69279, -49.89133,  78.07772,   4.58538,  37.62154,  68.15950,   4.58538,  35.91467,  65.96494,   3.44843,  -0.52908,  71.14184,   1.28161, -45.58722,  65.96752,   2.32309, -49.31109,  78.07029
   0.00833,  -4.32970,  29.35410,  67.60260,  -3.62843,  49.90547,  69.98633,  -2.80826,  61.40527,  72.06248,  -1.39382,  83.62905,  73.19754,  -0.92916,  90.34480,  75.69401,   3.68006,  97.47537,  84.33074,   4.67870,  97.42422,  84.31998,  -4.11215,  97.87452,  84.41467,  -3.11352,  97.82336,  84.40391,  -4.37391,  81.31280,  70.24723, -13.19805,  79.70084,  71.84078, -39.55684,  75.72411,  81.13339, -52.39737,  85.58649,  98.41544, -51.34984,  85.85974, 101.90919, -51.94503,  86.84576, 106.59552, -52.69158,  86.48918, 109.03218, -54.66046,  89.65831, 106.83219, -55.83376,  89.85509, 109.70818, -56.43999,  89.97487, 111.62437, -56.31561,  89.85893, 105.30458, -58.15487,  90.48024, 108.01255, -59.62133,  90.97301, 110.15584, -58.05721,  89.29777, 104.30862, -60.23573,  89.43671, 105.95660, -62.00170,  89.57048, 107.52069, -58.97320,  88.37300, 102.61456, -60.93456,  88.34042, 103.24833, -62.70484,  88.31410, 103.85310,   0.97389,  80.98613,  69.97896,   9.65164,  78.30510,  70.69455,  33.57138,  65.20790,  77.99263,  49.05519,  66.76113,  95.84352,  48.14147,  66.42756,  99.36944,  49.00987,  65.97790, 104.09509,  49.62032,  64.81570, 106.30834,  52.43896,  67.73585, 104.79578,  53.62202,  66.85071, 107.53504,  54.23932,  66.30089, 109.37088,  54.07664,  67.83359, 103.23956,  56.02150,  67.19197, 105.86784,  57.57136,  66.68200, 107.94748,  55.57121,  67.06795, 102.00666,  57.69502,  66.15242, 103.46690,  59.42327,  65.37185, 104.87645,  56.16836,  66.38074, 100.07398,  58.03232,  65.62656, 100.52843,  59.71567,  64.94039, 100.97100, -12.92045,  33.73910,  69.71081, -13.03133,  32.38406,  67.28572, -15.51687,  -3.24695,  76.25755, -17.01600, -45.57091,  59.88259, -19.40602, -51.06108,  71.08861,   4.62058,  33.19855,  69.21084,   4.50970,  31.84350,  66.78575,   4.97696,  -3.27166,  77.87389,   1.38562, -44.59559,  59.40392,   4.23566, -50.34187,  70.37145
   0.01667,  -4.34184,  29.35530,  67.59970,  -3.63539,  49.90564,  69.99071,  -2.71940,  61.21171,  72.91685,  -1.48898,  83.44566,  74.06703,  -0.86140,  90.05496,  76.80071,   3.41325,  97.87309,  85.00359,   4.41254,  97.83936,  85.02033,  -4.38410,  98.13627,  84.87293,  -3.38481,  98.10254,  84.88967,  -4.49728,  81.10696,  71.16343, -13.27811,  79.41167,  72.90308, -34.60535,  71.88173,  89.79692, -34.83058,  89.25701, 105.88618, -31.89103,  90.23564, 107.83029, -29.53635,  92.58271, 111.32813, -28.67730,  93.09084, 113.69997, -31.51468,  95.89342, 112.01038, -30.72316,  97.13659, 114.75168, -30.05566,  97.91430, 116.48467, -33.75145,  96.03727, 111.71113, -33.58560,  97.78241, 114.54468, -33.46291,  99.16705, 116.79296, -35.75205,  95.63579, 112.13110, -36.50245,  96.71583, 114.52933, -36.97341,  97.67392, 116.63722, -37.51806,  94.51432, 111.69796, -38.70665,  95.10539, 113.27516, -39.75975,  95.65077, 114.72219,   0.84798,  80.82973,  70.80423,   9.56071,  78.22716,  71.36829,  24.74649,  60.23530,  86.94512,  30.18332,  71.11116, 107.26683,  27.56271,  72.14924, 109.59773,  25.82774,  73.74791, 113.80751,  25.06009,  73.65277, 116.26179,  28.61922,  75.97280, 115.41920,  28.10673,  76.40039, 118.45913,  27.61998,  76.70878, 120.38828,  30.81761,  75.59335, 115.04977,  31.04157,  76.27335, 118.30392,  31.22780,  76.81043, 120.88537,  32.61319,  74.54680, 115.19331,  33.54843,  74.52138, 117.76348,  34.19175,  74.55831, 120.03674,  34.01429,  73.19723, 114.31032,  35.26392,  72.88366, 115.91959,  36.37536,  72.60895, 117.39931, -12.93228,  33.74225,  69.70510, -13.04237,  32.38806,  67.27950, -16.58006,   2.36582,  88.31257, -17.97832, -36.22944,  64.43465, -21.75785, -41.69107,  75.26585,   4.60883,  33.19643,  69.21370,   4.49874,  31.84223,  66.78810,   8.65674,   2.44044,  88.57080,   5.03706, -35.33903,  63.64464,   9.56887, -41.11771,  74.01280
   0.02500,  -4.32102,  29.34890,  67.58670,  -3.63152,  49.89903,  69.98446,  -2.62465,  60.97826,  73.65399,  -1.58861,  83.22104,  74.82484,  -0.83080,  89.72802,  77.76329,   3.12839,  98.12080,  85.54591,   4.12722,  98.10204,  85.59064,  -4.66530,  98.26712,  85.19687,  -3.66648,  98.24837,  85.24160,  -4.61514,  80.85849,  71.95974, -13.35423,  79.07725,  73.81953, -28.11750,  69.84702,  96.04117, -20.79715,  90.79886, 104.30242, -17.25281,  91.69454, 104.41908, -13.45584,  94.38832, 105.68979, -11.58621,  95.31659, 107.19466, -14.75012,  98.06263, 106.09520, -12.73806,  99.79521, 107.71892, -11.31798, 100.85283, 108.67727, -16.86746,  98.52387, 106.74133, -15.34615, 100.86898, 108.55464, -14.14697, 102.73125, 109.99719, -18.47157,  98.60584, 108.06802, -17.99360, 100.37243, 110.10069, -17.40553, 101.89980, 111.80488, -20.28984,  97.74585, 108.78802, -20.59853,  98.91857, 110.45509, -20.84838,  99.99076, 111.96781,   0.72692,  80.63254,  71.52510,   9.47096,  78.11184,  71.96240,  16.44393,  61.92979,  94.01850,  16.93503,  81.92834, 106.69257,  13.76005,  83.62384, 107.34300,  10.86307,  86.81287, 109.51687,   9.36782,  87.80830, 111.35946,  13.09567,  89.86010, 110.55127,  11.68006,  91.62126, 112.69161,  10.62968,  92.75134, 113.98514,  15.28444,  89.62273, 111.06732,  14.51106,  91.79598, 113.47167,  13.90559,  93.51898, 115.38261,  16.90661,  89.00066, 112.21692,  16.99528,  90.32061, 114.61086,  16.90126,  91.51726, 116.64608,  18.46191,  87.57638, 112.55832,  19.13714,  88.22521, 114.39482,  19.72281,  88.82904, 116.06597, -12.91510,  33.72809,  69.69342, -13.02404,  32.37460,  67.26738, -17.34433,  10.74843,  96.76117, -18.87695, -23.39348,  66.86659, -23.82719, -28.66913,  77.31129,   4.62646,  33.19687,  69.20208,   4.51752,  31.84338,  66.77604,  11.89879,  10.57589,  95.92138,   8.19938, -23.22952,  65.83462,  14.17159, -28.80943,  75.56223
   0.03333,  -4.30970,  29.35020,  67.58480,  -3.62241,  49.90151,  69.97306,  -2.54370,  60.79445,  74.14544,  -1.63246,  83.04245,  75.32085,  -0.79086,  89.47556,  78.39600,   2.94069,  98.24581,  85.86870,   3.93831,  98.23582,  85.93698,  -4.84358,  98.32381,  85.33585,  -3.84597,  98.31382,  85.40414,  -4.66485,  80.66325,  72.47580, -13.37987,  78.82885,  74.39589, -22.90753,  69.53553,  99.29188, -12.98690,  90.95041, 101.24099,  -9.46802,  91.46440, 100.38567,  -5.31684,  93.91902, 100.21072,  -3.08815,  94.89913, 101.04388,  -6.24485,  97.72346, 100.13930,  -3.79952,  99.49590, 100.89125,  -2.12868, 100.55116, 101.27647,  -8.11409,  98.52076, 101.13109,  -6.06088, 100.97939, 102.04842,  -4.43843, 102.93324, 102.78131,  -9.34742,  99.01629, 102.73524,  -8.28928, 101.06226, 104.21017,  -7.21768, 102.80258, 105.39588, -10.99180,  98.50364, 103.99908, -10.82033,  99.98741, 105.41989, -10.63491, 101.33840, 106.70082,   0.67529,  80.46948,  72.00357,   9.43709,  78.00091,  72.37818,  12.21093,  66.26755,  97.90437,  11.49708,  89.56487, 102.09253,   8.19776,  91.12774, 101.86849,   4.97310,  94.66110, 102.50495,   3.28135,  96.15180, 103.74495,   6.95576,  98.03823, 102.44111,   5.27998, 100.35416, 103.67192,   4.06998, 101.79941, 104.37961,   9.10306,  98.18158, 103.13533,   8.02374, 101.02698, 104.49208,   7.17529, 103.28524, 105.57256,  10.65296,  98.16118, 104.52722,  10.47535, 100.28084, 106.24670,  10.15202, 102.13855, 107.67053,  12.24399,  97.09258, 105.47104,  12.73034,  98.42960, 106.96286,  13.14360,  99.65640, 108.31360, -12.90713,  33.73138,  69.67362, -13.01181,  32.37664,  67.24809, -17.69102,  18.05210, 100.85096, -19.38527, -12.43478,  67.24465, -25.13123, -17.44386,  77.40940,   4.63524,  33.19808,  69.21442,   4.53056,  31.84334,  66.78888,  13.61393,  17.57259,  99.50093,   9.80840, -13.07550,  66.21554,  16.71543, -18.36337,  75.47624
   0.04167,  -4.29919,  29.35030,  67.58390,  -3.61563,  49.90148,  69.97433,  -2.50811,  60.71264,  74.34705,  -1.64968,  82.96205,  75.53557,  -0.77785,  89.36390,  78.66699,   2.86639,  98.27308,  86.01744,   3.86333,  98.26632,  86.09531,  -4.91262,  98.32578,  85.40986,  -3.91568,  98.31902,  85.48772,  -4.68373,  80.57719,  72.69703, -13.38890,  78.71953,  74.63931, -20.78134,  69.66029, 100.33434, -10.30574,  90.89660, 100.02401,  -6.84177,  91.22800,  98.89737,  -2.64319,  93.52084,  98.26256,  -0.33412,  94.48116,  98.86899,  -3.46268,  97.33998,  97.97503,  -0.92015,  99.07699,  98.42786,   0.80356, 100.09936,  98.62077,  -5.23399,  98.26920,  99.02972,  -3.05092, 100.71541,  99.62325,  -1.32497, 102.65998, 100.09943,  -6.33723,  98.91949, 100.67287,  -5.11943, 101.02799, 101.91877,  -3.91731, 102.81074, 102.89841,  -7.90350,  98.55455, 102.07918,  -7.58999, 100.12900, 103.37242,  -7.27620, 101.56066, 104.53528,   0.65558,  80.39719,  72.21028,   9.42455,  77.95043,  72.55956,  11.14459,  68.48641,  99.10059,  10.10373,  92.13195,  99.88804,   6.75754,  93.55181,  99.48145,   3.43472,  97.04785,  99.63853,   1.71008,  98.65510, 100.67011,   5.31534, 100.43415,  99.05862,   3.58202, 102.85659,  99.96087,   2.33567, 104.35486, 100.46628,   7.46332, 100.73766,  99.69695,   6.31149, 103.71888, 100.63910,   5.40552, 106.08570, 101.39039,   9.02506, 100.96411, 101.05697,   8.79924, 103.30593, 102.45194,   8.43301, 105.34151, 103.59442,  10.65526, 100.08981, 102.12567,  11.11441, 101.64320, 103.40075,  11.50258, 103.06498, 104.55324, -12.89778,  33.72995,  69.67114, -13.00169,  32.37543,  67.24545, -17.71943,  21.12322, 101.99270, -19.48359,  -7.81156,  67.04458, -25.52392, -12.68699,  77.10310,   4.64477,  33.19940,  69.21598,   4.54087,  31.84488,  66.79029,  14.14181,  20.51784, 100.49133,  10.23897,  -8.80872,  66.04681,  17.50419, -13.94856,  75.11475
   0.05000,  -4.28710,  29.35080,  67.58510,  -3.60545,  49.90171,  69.97840,  -2.50364,  60.71927,  74.33671,  -1.64209,  82.96803,  75.53513,  -0.77709,  89.37168,  78.66475,   2.87196,  98.26243,  86.03510,   3.86893,  98.25521,  86.11264,  -4.90722,  98.31875,  85.43009,  -3.91026,  98.31154,  85.50762,  -4.67391,  80.58491,  72.69275, -13.38127,  78.72811,  74.62604, -21.02319,  69.63524, 100.23606, -10.60595,  90.90241, 100.17734,  -7.13440,  91.25520,  99.08093,  -2.93934,  93.56808,  98.49766,  -0.63867,  94.53185,  99.13000,  -3.77048,  97.38642,  98.23384,  -1.23800,  99.12891,  98.72059,   0.48038, 100.15591,  98.93528,  -5.55349,  98.30086,  99.28173,  -3.38414, 100.75012,  99.91193,  -1.66914, 102.69703, 100.41717,  -6.67208,  98.93412, 100.92116,  -5.47189, 101.03703, 102.19334,  -4.28411, 102.81625, 103.19656,  -8.24809,  98.55240, 102.31205,  -7.95058, 100.11765, 103.62015,  -7.65126, 101.54115, 104.79675,   0.66583,  80.40409,  72.21097,   9.43399,  77.95551,  72.56754,  11.24008,  68.23547,  99.01015,  10.23132,  91.86730, 100.16534,   6.89032,  93.30321,  99.77268,   3.57721,  96.80605,  99.97653,   1.85453,  98.40182, 101.02899,   5.46912, 100.19557,  99.45512,   3.74045, 102.60850, 100.39115,   2.49712, 104.10223, 100.91700,   7.61629, 100.48265, 100.10370,   6.47062, 103.45196, 101.08995,   5.56953, 105.80923, 101.87627,   9.17512, 100.68298, 101.47114,   8.95241, 103.00309, 102.90242,   8.58908, 105.02140, 104.07603,  10.79999,  99.78711, 102.53005,  11.26029, 101.31879, 103.83073,  11.64954, 102.72101, 105.00657, -12.88609,  33.72935,  69.67303, -12.98988,  32.37516,  67.24715, -17.71145,  20.77350, 101.87876, -19.47787,  -8.34108,  67.08041, -25.48696, -13.23053,  77.15082,   4.65651,  33.20052,  69.21765,   4.55272,  31.84632,  66.79177,  14.09934,  20.18568, 100.39432,  10.19704,  -9.29704,  66.08331,  17.42219, -14.45717,  75.17172
   0.05833,  -4.27865,  29.35150,  67.58710,  -3.59613,  49.90214,  69.98254,  -2.51334,  60.76188,  74.23953,  -1.62584,  83.00925,  75.44471,  -0.78212,  89.42814,  78.54883,   2.90841,  98.23756,  85.99580,   3.90568,  98.22840,  86.06905,  -4.87318,  98.30903,  85.42421,  -3.87591,  98.29987,  85.49746,  -4.65395,  80.63066,  72.59460, -13.36830,  78.78474,  74.50670, -22.21480,  69.55558,  99.67641, -12.10128,  90.93545, 100.87344,  -8.59734,  91.39081,  99.92829,  -4.42641,  93.79594,  99.60146,  -2.16986,  94.77219, 100.36088,  -5.31716,  97.60721,  99.45697,  -2.83780,  99.37122, 100.11095,  -1.14816, 100.41764, 100.43313,  -7.15561,  98.44837, 100.46985,  -5.05760, 100.90655, 101.28089,  -3.39946, 102.86023, 101.92952,  -8.34774,  98.99600, 102.08815,  -7.23625, 101.06588, 103.48860,  -6.12085, 102.82303, 104.60720,  -9.96861,  98.53190, 103.40020,  -9.75044, 100.04793, 104.77994,  -9.52277, 101.42768, 106.02285,   0.68669,  80.44302,  72.12553,   9.45080,  77.98301,  72.50252,  11.80503,  66.99902,  98.40159,  10.96708,  90.47056, 101.43472,   7.65179,  91.98632, 101.13538,   4.39093,  95.51355, 101.59750,   2.68404,  97.04655, 102.76295,   6.33865,  98.90358, 101.36467,   4.63922, 101.26044, 102.47993,   3.41446, 102.72653, 103.11569,   8.48443,  99.10335, 102.04956,   7.37598, 102.00140, 103.26391,   6.50442, 104.30171, 104.23137,  10.03463,  99.16811, 103.43977,   9.83537, 101.36866, 105.05190,   9.49306, 103.29141, 106.38186,  11.63671,  98.16417, 104.43452,  12.10941,  99.57861, 105.85774,  12.51016, 100.87521, 107.14559, -12.87731,  33.73010,  69.67625, -12.98137,  32.37617,  67.25023, -17.69405,  19.05967, 101.26055, -19.43737, -10.92845,  67.21092, -25.28567, -15.88989,  77.34061,   4.66523,  33.20075,  69.21928,   4.56118,  31.84682,  66.79326,  13.82200,  18.54477,  99.86187,   9.95554, -11.68612,  66.20406,  16.98082, -16.93312,  75.39881
   0.06667,  -4.27096,  29.35220,  67.59050,  -3.58510,  49.90231,  69.98948,  -2.51337,  60.78611,  74.18743,  -1.61179,  83.03250,  75.40014,  -0.78103,  89.45981,  78.49032,   2.93400,  98.21796,  85.98542,   3.93144,  98.20765,  86.05614,  -4.84893,  98.29840,  85.43360,  -3.85149,  98.28809,  85.50432,  -4.63767,  80.65686,  72.54521, -13.35593,  78.81657,  74.44486, -22.91979,  69.52708,  99.32839, -13.02131,  90.94960, 101.30598,  -9.50016,  91.46512, 100.46099,  -5.34954,  93.92154, 100.29827,  -3.12373,  94.90259, 101.13799,  -6.27899,  97.72558, 100.22422,  -3.83663,  99.49906, 100.98338,  -2.16739, 100.55503, 101.37352,  -8.15146,  98.52205, 101.21055,  -6.10202, 100.98154, 102.13395,  -4.48256, 102.93607, 102.87164,  -9.38971,  99.01700, 102.81109,  -8.33678, 101.06340, 104.28917,  -7.26941, 102.80415, 105.47805, -11.03757,  98.50361, 104.07010, -10.87090,  99.98742, 105.49143, -10.68982, 101.33846, 106.77293,   0.70347,  80.46557,  72.08340,   9.46531,  77.99926,  72.47168,  12.20514,  66.29269,  98.01384,  11.46460,  89.59143, 102.18943,   8.16357,  91.15009, 101.96130,   4.93386,  94.67973, 102.59276,   3.23901,  96.16894, 103.83031,   6.91238,  98.05930, 102.52924,   5.23248, 100.37375, 103.75721,   4.01996, 101.81783, 104.46296,   9.05879,  98.20567, 103.22555,   7.97456, 101.05040, 104.57980,   7.12221, 103.30813, 105.65830,  10.60732,  98.18789, 104.61901,  10.42534, 100.30818, 106.33725,  10.09825, 102.16619, 107.75984,  12.19873,  97.12174, 105.56496,  12.68191,  98.46010, 107.05660,  13.09227,  99.68809, 108.40715, -12.86846,  33.73153,  69.68293, -12.97338,  32.37805,  67.25670, -17.66583,  18.04722, 100.85504, -19.40699, -12.45451,  67.26461, -25.15562, -17.45633,  77.43142,   4.67389,  33.20001,  69.22079,   4.56896,  31.84653,  66.79456,  13.65128,  17.57516,  99.50663,   9.78555, -13.09809,  66.25137,  16.69065, -18.39528,  75.50818
   0.07500,  -4.26408,  29.35220,  67.59190,  -3.57354,  49.90183,  69.99364,  -2.50436,  60.78437,  74.19551,  -1.60827,  83.03070,  75.41338,  -0.78000,  89.45686,  78.50662,   2.92912,  98.21169,  86.00851,   3.92653,  98.20149,  86.07985,  -4.85347,  98.29131,  85.45191,  -3.85607,  98.28110,  85.52325,  -4.63246,  80.65499,  72.55670, -13.35107,  78.81234,  74.45239, -22.92580,  69.52242,  99.33160, -13.03077,  90.94603, 101.31466,  -9.50926,  91.46198, 100.47144,  -5.35884,  93.91887, 100.31087,  -3.13356,  94.90016, 101.15172,  -6.28868,  97.72281, 100.23644,  -3.84691,  99.49655, 100.99686,  -2.17798, 100.55270, 101.38786,  -8.16174,  98.51904, 101.22184,  -6.11304, 100.97875, 102.14633,  -4.49418, 102.93345, 102.88489,  -9.40085,  99.01382, 102.82178,  -8.34889, 101.06030, 104.30043,  -7.28231, 102.80114, 105.48989, -11.04927,  98.50021, 104.07995, -10.88349,  99.98400, 105.50140, -10.70321, 101.33503, 106.78303,   0.70892,  80.46501,  72.09703,   9.47115,  78.00057,  72.48836,  12.19926,  66.29687,  98.03309,  11.45076,  89.59533, 102.20880,   8.14952,  91.15327, 101.97871,   4.91867,  94.68220, 102.60829,   3.22274,  96.17101, 103.84485,   6.89648,  98.06220, 102.54605,   5.21534, 100.37625, 103.77306,   4.00208, 101.82006, 104.47811,   9.04244,  98.20902, 103.24367,   7.95677, 101.05348, 104.59733,   7.10328, 103.31100, 105.67537,  10.59013,  98.19155, 104.63807,  10.40664, 100.31175, 106.35625,  10.07829, 102.16966, 107.77868,  12.18120,  97.12572, 105.58496,  12.66318,  98.46415, 107.07692,  13.07246,  99.69219, 108.42776, -12.86057,  33.73320,  69.68498, -12.96582,  32.38007,  67.25857, -17.65847,  18.05324, 100.85859, -19.41166, -12.45286,  67.27275, -25.16131, -17.45232,  77.44015,   4.68165,  33.19776,  69.22265,   4.57640,  31.84463,  66.79623,  13.66331,  17.58162,  99.51068,   9.77707, -13.09906,  66.26467,  16.67985, -18.39737,  75.52257
